sta,sampledate,coreid,larvae,pupae,instar,ninstar,species_name,prop_larvae,avg_instar,pupae_total
33,2019-05-31,4,0,NA,NA,0,or,0,NA,1
33,2019-05-31,4,0,NA,NA,0,tp,0,NA,1
33,2019-05-31,4,0,0,NA,0,tt,0,NA,1
33,2019-05-31,6,0,0,NA,0,ch,0,NA,0
33,2019-05-31,6,0,NA,NA,0,or,0,NA,0
33,2019-05-31,6,0,NA,NA,0,tp,0,NA,0
33,2019-05-31,6,0,0,NA,0,tt,0,NA,0
33,2019-05-31,8,1,0,1,1,tt,1,1,2
33,2019-05-31,8,0,0,NA,0,ch,0,NA,2
33,2019-05-31,8,0,NA,NA,0,or,0,NA,2
33,2019-05-31,8,0,NA,NA,0,tp,0,NA,2
33,2019-05-31,9,1,NA,3,1,tp,1,3,0
33,2019-05-31,9,0,0,NA,0,ch,0,NA,0
33,2019-05-31,9,0,NA,NA,0,or,0,NA,0
33,2019-05-31,9,0,0,NA,0,tt,0,NA,0
33,2019-06-10,10,1,NA,1,1,or,1,1,0
33,2019-06-10,10,0,0,NA,0,ch,0,NA,0
33,2019-06-10,10,0,NA,NA,0,tp,0,NA,0
33,2019-06-10,10,0,0,NA,0,tt,0,NA,0
33,2019-06-10,2,2,NA,1,1,tp,0.5,2.5,0
33,2019-06-10,2,2,NA,4,1,tp,0.5,2.5,0
33,2019-06-10,2,0,0,NA,0,ch,0,NA,0
33,2019-06-10,2,0,NA,NA,0,or,0,NA,0
33,2019-06-10,2,0,0,NA,0,tt,0,NA,0
33,2019-06-10,4,1,0,1,1,ch,1,1,0
33,2019-06-10,4,1,NA,4,1,tp,1,4,0
33,2019-06-10,4,0,NA,NA,0,or,0,NA,0
33,2019-06-10,4,0,0,NA,0,tt,0,NA,0
33,2019-06-10,8,1,0,4,1,ch,1,4,0
33,2019-06-10,8,1,NA,4,1,tp,1,4,0
33,2019-06-10,8,0,NA,NA,0,or,0,NA,0
33,2019-06-10,8,0,0,NA,0,tt,0,NA,0
33,2019-06-10,9,0,0,NA,0,ch,0,NA,0
33,2019-06-10,9,0,NA,NA,0,or,0,NA,0
33,2019-06-10,9,0,NA,NA,0,tp,0,NA,0
33,2019-06-10,9,0,0,NA,0,tt,0,NA,0
33,2019-06-16,2,28,0,1,4,tt,0.14285714285714285,1.857142857142857,0
33,2019-06-16,2,28,0,2,24,tt,0.8571428571428571,1.857142857142857,0
33,2019-06-16,2,0,0,NA,0,ch,0,NA,0
33,2019-06-16,2,0,NA,NA,0,or,0,NA,0
33,2019-06-16,2,0,NA,NA,0,tp,0,NA,0
33,2019-06-16,4,2,1,1,2,ch,1,1,1
33,2019-06-16,4,31,0,1,5,tt,0.16129032258064516,1.838709677419355,1
33,2019-06-16,4,31,0,2,26,tt,0.8387096774193549,1.838709677419355,1
33,2019-06-16,4,0,NA,NA,0,or,0,NA,1
33,2019-06-16,4,0,NA,NA,0,tp,0,NA,1
33,2019-06-16,6,4,0,1,4,ch,1,1,0
33,2019-06-16,6,1,NA,1,1,tp,1,1,0
33,2019-06-16,6,12,0,1,1,tt,0.08333333333333333,2,0
33,2019-06-16,6,12,0,2,10,tt,0.8333333333333334,2,0
33,2019-06-16,6,12,0,3,1,tt,0.08333333333333333,2,0
33,2019-06-16,6,0,NA,NA,0,or,0,NA,0
33,2019-06-16,8,1,0,1,1,ch,1,1,0
33,2019-06-16,8,1,NA,2,1,tp,1,2,0
33,2019-06-16,8,14,0,1,1,tt,0.07142857142857142,1.9285714285714286,0
33,2019-06-16,8,14,0,2,13,tt,0.9285714285714286,1.9285714285714286,0
33,2019-06-16,8,0,NA,NA,0,or,0,NA,0
33,2019-06-16,9,0,0,NA,0,ch,0,NA,0
33,2019-06-16,9,1,NA,NA,NA,or,NA,NA,0
33,2019-06-16,9,0,NA,NA,0,tp,0,NA,0
33,2019-06-16,9,5,0,NA,NA,tt,NA,NA,0
33,2019-06-22,2,2,0,1,2,ch,1,1,0
33,2019-06-22,2,34,0,1,3,tt,0.08823529411764706,2.088235294117647,0
33,2019-06-22,2,34,0,2,25,tt,0.7352941176470589,2.088235294117647,0
33,2019-06-22,2,34,0,3,6,tt,0.17647058823529413,2.088235294117647,0
33,2019-06-22,2,0,NA,NA,0,or,0,NA,0
33,2019-06-22,2,0,NA,NA,0,tp,0,NA,0
33,2019-06-22,4,1,0,1,1,ch,1,1,0
33,2019-06-22,4,2,NA,4,2,tp,1,4,0
33,2019-06-22,4,5,0,2,3,tt,0.6,2.4000000000000004,0
33,2019-06-22,4,5,0,3,2,tt,0.4,2.4000000000000004,0
33,2019-06-22,4,0,NA,NA,0,or,0,NA,0
33,2019-06-22,6,1,NA,4,1,tp,1,4,0
33,2019-06-22,6,6,0,2,3,tt,0.5,2.5,0
33,2019-06-22,6,6,0,3,3,tt,0.5,2.5,0
33,2019-06-22,6,0,0,NA,0,ch,0,NA,0
33,2019-06-22,6,0,NA,NA,0,or,0,NA,0
33,2019-06-22,8,1,0,2,1,ch,1,2,0
33,2019-06-22,8,1,NA,4,1,tp,1,4,0
33,2019-06-22,8,20,0,1,2,tt,0.1,2,0
33,2019-06-22,8,20,0,2,16,tt,0.8,2,0
33,2019-06-22,8,20,0,3,2,tt,0.1,2,0
33,2019-06-22,8,0,NA,NA,0,or,0,NA,0
33,2019-06-22,9,2,0,2,2,ch,1,2,0
33,2019-06-22,9,3,0,2,3,tt,1,2,0
33,2019-06-22,9,0,NA,NA,0,or,0,NA,0
33,2019-06-22,9,0,NA,NA,0,tp,0,NA,0
33,2019-07-04,2,1,NA,1,1,tp,1,1,0
33,2019-07-04,2,4,0,1,1,tt,0.25,2,0
33,2019-07-04,2,4,0,2,2,tt,0.5,2,0
33,2019-07-04,2,4,0,3,1,tt,0.25,2,0
33,2019-07-04,2,0,0,NA,0,ch,0,NA,0
33,2019-07-04,2,0,NA,NA,0,or,0,NA,0
33,2019-07-04,4,3,0,1,1,ch,0.3333333333333333,1.6666666666666665,0
33,2019-07-04,4,3,0,2,2,ch,0.6666666666666666,1.6666666666666665,0
33,2019-07-04,4,6,0,1,1,tt,0.16666666666666666,3.1666666666666665,0
33,2019-07-04,4,6,0,2,1,tt,0.16666666666666666,3.1666666666666665,0
33,2019-07-04,4,6,0,4,4,tt,0.6666666666666666,3.1666666666666665,0
33,2019-07-04,4,0,NA,NA,0,or,0,NA,0
33,2019-07-04,4,0,NA,NA,0,tp,0,NA,0
33,2019-07-04,6,4,0,2,2,tt,0.5,2.5,0
33,2019-07-04,6,4,0,3,2,tt,0.5,2.5,0
33,2019-07-04,6,0,0,NA,0,ch,0,NA,0
33,2019-07-04,6,0,NA,NA,0,or,0,NA,0
33,2019-07-04,6,0,NA,NA,0,tp,0,NA,0
33,2019-07-04,8,14,0,2,1,tt,0.07142857142857142,3.2857142857142856,0
33,2019-07-04,8,14,0,3,4,tt,0.2857142857142857,3.2857142857142856,0
33,2019-07-04,8,14,0,4,8,tt,0.5714285714285714,3.2857142857142856,0
33,2019-07-04,8,14,0,NA,1,tt,0.07142857142857142,3.2857142857142856,0
33,2019-07-04,8,0,0,NA,0,ch,0,NA,0
33,2019-07-04,8,0,NA,NA,0,or,0,NA,0
33,2019-07-04,8,0,NA,NA,0,tp,0,NA,0
33,2019-07-04,9,7,0,2,1,tt,0.14285714285714285,3.4285714285714284,0
33,2019-07-04,9,7,0,3,2,tt,0.2857142857142857,3.4285714285714284,0
33,2019-07-04,9,7,0,4,4,tt,0.5714285714285714,3.4285714285714284,0
33,2019-07-04,9,0,0,NA,0,ch,0,NA,0
33,2019-07-04,9,0,NA,NA,0,or,0,NA,0
33,2019-07-04,9,0,NA,NA,0,tp,0,NA,0
1,2019-07-08,1,140,4,2,32,tt,0.22857142857142856,3.4571428571428573,0
1,2019-07-08,1,140,4,3,12,tt,0.08571428571428572,3.4571428571428573,0
1,2019-07-08,1,140,4,4,96,tt,0.6857142857142857,3.4571428571428573,0
2,2019-07-08,1,4,0,2,2,ch,0.5,2.5,0
2,2019-07-08,1,4,0,3,2,ch,0.5,2.5,0
2,2019-07-08,1,1,NA,4,1,tp,1,4,0
2,2019-07-08,1,2,0,2,1,tt,0.5,3,0
2,2019-07-08,1,2,0,4,1,tt,0.5,3,0
33,2019-07-08,1,73,0,1,32,ch,0.4383561643835616,1.8767123287671232,6
33,2019-07-08,1,73,0,2,18,ch,0.2465753424657534,1.8767123287671232,6
33,2019-07-08,1,73,0,3,23,ch,0.3150684931506849,1.8767123287671232,6
33,2019-07-08,1,4,NA,1,1,or,0.25,2.5,6
33,2019-07-08,1,4,NA,2,1,or,0.25,2.5,6
33,2019-07-08,1,4,NA,3,1,or,0.25,2.5,6
33,2019-07-08,1,4,NA,4,1,or,0.25,2.5,6
33,2019-07-08,1,35,NA,1,34,tp,0.9714285714285714,1.0285714285714285,6
33,2019-07-08,1,35,NA,2,1,tp,0.02857142857142857,1.0285714285714285,6
33,2019-07-08,1,2,0,2,1,tt,0.5,1,6
33,2019-07-08,1,2,0,NA,1,tt,0.5,1,6
4,2019-07-08,1,5,0,1,2,ch,0.4,1.8000000000000003,1
4,2019-07-08,1,5,0,2,2,ch,0.4,1.8000000000000003,1
4,2019-07-08,1,5,0,3,1,ch,0.2,1.8000000000000003,1
5,2019-07-08,1,10,0,2,8,ch,0.8,2.2,6
5,2019-07-08,1,10,0,3,2,ch,0.2,2.2,6
5,2019-07-08,1,16,NA,3,2,tp,0.125,3.875,6
5,2019-07-08,1,16,NA,4,14,tp,0.875,3.875,6
5,2019-07-08,1,36,0,1,2,tt,0.05555555555555555,3.611111111111111,6
5,2019-07-08,1,36,0,2,2,tt,0.05555555555555555,3.611111111111111,6
5,2019-07-08,1,36,0,3,4,tt,0.1111111111111111,3.611111111111111,6
5,2019-07-08,1,36,0,4,28,tt,0.7777777777777778,3.611111111111111,6
6,2019-07-08,1,2,0,3,2,ch,1,3,64
6,2019-07-08,1,2,NA,3,2,or,1,3,64
6,2019-07-08,1,8,NA,1,2,tp,0.25,3.25,64
6,2019-07-08,1,8,NA,4,6,tp,0.75,3.25,64
6,2019-07-08,1,110,0,2,8,tt,0.07272727272727272,3.5636363636363635,64
6,2019-07-08,1,110,0,3,32,tt,0.2909090909090909,3.5636363636363635,64
6,2019-07-08,1,110,0,4,70,tt,0.6363636363636364,3.5636363636363635,64
1,2019-07-08,1,0,0,NA,0,ch,0,NA,0
1,2019-07-08,1,0,NA,NA,0,or,0,NA,0
1,2019-07-08,1,0,NA,NA,0,tp,0,NA,0
2,2019-07-08,1,0,NA,NA,0,or,0,NA,0
4,2019-07-08,1,0,NA,NA,0,or,0,NA,1
4,2019-07-08,1,0,NA,NA,0,tp,0,NA,1
4,2019-07-08,1,0,0,NA,0,tt,0,NA,1
5,2019-07-08,1,0,NA,NA,0,or,0,NA,6
1,2019-07-08,2,20,0,1,8,ch,0.4,2.2,4
1,2019-07-08,2,20,0,2,4,ch,0.2,2.2,4
1,2019-07-08,2,20,0,3,4,ch,0.2,2.2,4
1,2019-07-08,2,20,0,4,4,ch,0.2,2.2,4
1,2019-07-08,2,204,0,1,4,tt,0.0196078431372549,2.8823529411764706,4
1,2019-07-08,2,204,0,2,64,tt,0.3137254901960784,2.8823529411764706,4
1,2019-07-08,2,204,0,3,88,tt,0.43137254901960786,2.8823529411764706,4
1,2019-07-08,2,204,0,4,48,tt,0.23529411764705882,2.8823529411764706,4
2,2019-07-08,2,1,0,2,1,ch,1,2,1
2,2019-07-08,2,8,0,2,4,tt,0.5,2.5,1
2,2019-07-08,2,8,0,3,4,tt,0.5,2.5,1
33,2019-07-08,2,1,NA,3,1,or,1,3,7
33,2019-07-08,2,2,NA,2,2,tp,1,2,7
33,2019-07-08,2,16,0,2,1,tt,0.0625,3.5625,7
33,2019-07-08,2,16,0,3,5,tt,0.3125,3.5625,7
33,2019-07-08,2,16,0,4,10,tt,0.625,3.5625,7
4,2019-07-08,2,5,0,1,4,ch,0.8,1.6,5
4,2019-07-08,2,5,0,4,1,ch,0.2,1.6,5
4,2019-07-08,2,1,NA,3,1,tp,1,3,5
5,2019-07-08,2,7,0,1,4,ch,0.5714285714285714,1.857142857142857,0
5,2019-07-08,2,7,0,2,1,ch,0.14285714285714285,1.857142857142857,0
5,2019-07-08,2,7,0,3,1,ch,0.14285714285714285,1.857142857142857,0
5,2019-07-08,2,7,0,4,1,ch,0.14285714285714285,1.857142857142857,0
5,2019-07-08,2,2,NA,3,1,tp,0.5,3.5,0
5,2019-07-08,2,2,NA,4,1,tp,0.5,3.5,0
5,2019-07-08,2,14,0,2,1,tt,0.07142857142857142,3.7857142857142856,0
5,2019-07-08,2,14,0,3,1,tt,0.07142857142857142,3.7857142857142856,0
5,2019-07-08,2,14,0,4,12,tt,0.8571428571428571,3.7857142857142856,0
6,2019-07-08,2,2,0,2,2,ch,1,2,10
6,2019-07-08,2,10,NA,3,4,tp,0.4,3.6,10
6,2019-07-08,2,10,NA,4,6,tp,0.6,3.6,10
6,2019-07-08,2,10,0,3,4,tt,0.4,3.6,10
6,2019-07-08,2,10,0,4,6,tt,0.6,3.6,10
1,2019-07-08,2,0,NA,NA,0,or,0,NA,4
1,2019-07-08,2,0,NA,NA,0,tp,0,NA,4
2,2019-07-08,2,0,NA,NA,0,or,0,NA,1
2,2019-07-08,2,0,NA,NA,0,tp,0,NA,1
33,2019-07-08,2,0,0,NA,0,ch,0,NA,7
4,2019-07-08,2,0,NA,NA,0,or,0,NA,5
4,2019-07-08,2,0,0,NA,0,tt,0,NA,5
5,2019-07-08,2,0,NA,NA,0,or,0,NA,0
6,2019-07-08,2,0,NA,NA,0,or,0,NA,10
1,2019-07-08,3,256,0,2,40,tt,0.15625,3.375,0
1,2019-07-08,3,256,0,3,80,tt,0.3125,3.375,0
1,2019-07-08,3,256,0,4,136,tt,0.53125,3.375,0
2,2019-07-08,3,2,0,1,1,ch,0.5,2,1
2,2019-07-08,3,2,0,3,1,ch,0.5,2,1
2,2019-07-08,3,2,0,2,1,tt,0.5,3,1
2,2019-07-08,3,2,0,4,1,tt,0.5,3,1
33,2019-07-08,3,1,0,2,1,ch,1,2,1
33,2019-07-08,3,1,NA,1,1,tp,1,1,1
33,2019-07-08,3,1,0,2,1,tt,1,2,1
4,2019-07-08,3,1,NA,4,1,or,1,4,0
5,2019-07-08,3,1,0,3,1,ch,1,3,6
5,2019-07-08,3,6,NA,3,3,tp,0.5,3.5,6
5,2019-07-08,3,6,NA,4,3,tp,0.5,3.5,6
5,2019-07-08,3,8,0,1,2,tt,0.25,3.25,6
5,2019-07-08,3,8,0,4,6,tt,0.75,3.25,6
6,2019-07-08,3,4,0,1,2,ch,0.5,1.5,4
6,2019-07-08,3,4,0,2,2,ch,0.5,1.5,4
6,2019-07-08,3,8,NA,2,4.8,tp,0.6,2.6,4
6,2019-07-08,3,8,NA,3,1.6,tp,0.2,2.6,4
6,2019-07-08,3,8,NA,4,1.6,tp,0.2,2.6,4
6,2019-07-08,3,126,0,1,4,tt,0.031746031746031744,3.634920634920635,4
6,2019-07-08,3,126,0,2,14,tt,0.1111111111111111,3.634920634920635,4
6,2019-07-08,3,126,0,3,6,tt,0.047619047619047616,3.634920634920635,4
6,2019-07-08,3,126,0,4,102,tt,0.8095238095238095,3.634920634920635,4
1,2019-07-08,3,0,0,NA,0,ch,0,NA,0
1,2019-07-08,3,0,NA,NA,0,or,0,NA,0
1,2019-07-08,3,0,NA,NA,0,tp,0,NA,0
2,2019-07-08,3,0,NA,NA,0,or,0,NA,1
2,2019-07-08,3,0,NA,NA,0,tp,0,NA,1
33,2019-07-08,3,0,NA,NA,0,or,0,NA,1
4,2019-07-08,3,0,0,NA,0,ch,0,NA,0
4,2019-07-08,3,0,NA,NA,0,tp,0,NA,0
4,2019-07-08,3,0,0,NA,0,tt,0,NA,0
5,2019-07-08,3,0,NA,NA,0,or,0,NA,6
6,2019-07-08,3,0,NA,NA,0,or,0,NA,4
128,2019-07-13,1,3,NA,3,1,tp,0.3333333333333333,3.6666666666666665,1
128,2019-07-13,1,3,NA,4,2,tp,0.6666666666666666,3.6666666666666665,1
128,2019-07-13,1,0,0,NA,0,ch,0,NA,1
128,2019-07-13,1,0,NA,NA,0,or,0,NA,1
128,2019-07-13,1,0,0,NA,0,tt,0,NA,1
128,2019-07-13,2,2,NA,4,2,or,1,4,0
128,2019-07-13,2,1,NA,3,1,tp,1,3,0
128,2019-07-13,2,0,0,NA,0,ch,0,NA,0
128,2019-07-13,2,0,0,NA,0,tt,0,NA,0
128,2019-07-13,3,2,NA,4,2,or,1,4,0
128,2019-07-13,3,1,NA,2,1,tp,1,2,0
128,2019-07-13,3,0,1,NA,0,ch,0,NA,0
128,2019-07-13,3,0,0,NA,0,tt,0,NA,0
33*,2019-07-19,2,26,NA,3,14,or,0.5384615384615384,3.4615384615384617,0
33*,2019-07-19,2,26,NA,4,12,or,0.46153846153846156,3.4615384615384617,0
33*,2019-07-19,2,4,NA,3,4,tp,1,3,0
33*,2019-07-19,2,0,0,NA,0,ch,0,NA,0
33*,2019-07-19,2,0,0,NA,0,tt,0,NA,0
33*,2019-07-19,4,32,NA,2,4,or,0.125,3.625,0
33*,2019-07-19,4,32,NA,3,4,or,0.125,3.625,0
33*,2019-07-19,4,32,NA,4,24,or,0.75,3.625,0
33*,2019-07-19,4,8,NA,3,8,tp,1,3,0
33*,2019-07-19,4,28,0,1,4,tt,0.14285714285714285,2.4285714285714284,0
33*,2019-07-19,4,28,0,2,12,tt,0.42857142857142855,2.4285714285714284,0
33*,2019-07-19,4,28,0,3,8,tt,0.2857142857142857,2.4285714285714284,0
33*,2019-07-19,4,28,0,4,4,tt,0.14285714285714285,2.4285714285714284,0
33*,2019-07-19,4,0,0,NA,0,ch,0,NA,0
33*,2019-07-19,6,48,NA,2,4,or,0.08333333333333333,3.2083333333333335,0
33*,2019-07-19,6,48,NA,3,30,or,0.625,3.2083333333333335,0
33*,2019-07-19,6,48,NA,4,14,or,0.2916666666666667,3.2083333333333335,0
33*,2019-07-19,6,0,0,NA,0,ch,0,NA,0
33*,2019-07-19,6,0,NA,NA,0,tp,0,NA,0
33*,2019-07-19,6,0,0,NA,0,tt,0,NA,0
33*,2019-07-19,9,7,NA,2,1,or,0.14285714285714285,3,0
33*,2019-07-19,9,7,NA,3,5,or,0.7142857142857143,3,0
33*,2019-07-19,9,7,NA,4,1,or,0.14285714285714285,3,0
33*,2019-07-19,9,6,NA,1,1,tp,0.16666666666666666,2.5,0
33*,2019-07-19,9,6,NA,2,1,tp,0.16666666666666666,2.5,0
33*,2019-07-19,9,6,NA,3,4,tp,0.6666666666666666,2.5,0
33*,2019-07-19,9,2,0,2,1,tt,0.5,3,0
33*,2019-07-19,9,2,0,4,1,tt,0.5,3,0
33*,2019-07-19,9,0,0,NA,0,ch,0,NA,0
5,2019-07-22,1,4,0,3,4,ch,1,3,1
5,2019-07-22,1,5,NA,3,1,or,0.2,3.8000000000000003,1
5,2019-07-22,1,5,NA,4,4,or,0.8,3.8000000000000003,1
5,2019-07-22,1,8,NA,2,1,tp,0.125,3.25,1
5,2019-07-22,1,8,NA,3,4,tp,0.5,3.25,1
5,2019-07-22,1,8,NA,4,3,tp,0.375,3.25,1
5,2019-07-22,1,28,1,1,19,tt,0.6785714285714286,1.5357142857142856,1
5,2019-07-22,1,28,1,2,3,tt,0.10714285714285714,1.5357142857142856,1
5,2019-07-22,1,28,1,3,2,tt,0.07142857142857142,1.5357142857142856,1
5,2019-07-22,1,28,1,4,3,tt,0.10714285714285714,1.5357142857142856,1
5,2019-07-22,1,28,1,NA,1,tt,0.03571428571428571,1.5357142857142856,1
reyk,2019-07-22,1,1,0,4,1,ch,1,4,0
reyk,2019-07-22,1,0,NA,NA,0,or,0,NA,0
reyk,2019-07-22,1,0,NA,NA,0,tp,0,NA,0
reyk,2019-07-22,1,0,0,NA,0,tt,0,NA,0
5,2019-07-22,2,5,2,3,5,ch,1,3,2
5,2019-07-22,2,5,NA,2,1,tp,0.2,3,2
5,2019-07-22,2,5,NA,3,3,tp,0.6,3,2
5,2019-07-22,2,5,NA,4,1,tp,0.2,3,2
5,2019-07-22,2,5,0,2,3,tt,0.6,2.8,2
5,2019-07-22,2,5,0,4,2,tt,0.4,2.8,2
reyk,2019-07-22,2,1,NA,3,1,or,1,3,0
5,2019-07-22,2,0,NA,NA,0,or,0,NA,2
reyk,2019-07-22,2,0,0,NA,0,ch,0,NA,0
reyk,2019-07-22,2,0,NA,NA,0,tp,0,NA,0
reyk,2019-07-22,2,0,0,NA,0,tt,0,NA,0
5,2019-07-22,3,2,0,3,2,ch,1,3,0
5,2019-07-22,3,2,NA,3,1,tp,0.5,3.5,0
5,2019-07-22,3,2,NA,4,1,tp,0.5,3.5,0
5,2019-07-22,3,6,0,1,3,tt,0.5,2,0
5,2019-07-22,3,6,0,2,1,tt,0.16666666666666666,2,0
5,2019-07-22,3,6,0,3,1,tt,0.16666666666666666,2,0
5,2019-07-22,3,6,0,4,1,tt,0.16666666666666666,2,0
5,2019-07-22,3,0,NA,NA,0,or,0,NA,0
reyk,2019-07-22,3,0,0,NA,0,ch,0,NA,0
reyk,2019-07-22,3,0,NA,NA,0,or,0,NA,0
reyk,2019-07-22,3,0,NA,NA,0,tp,0,NA,0
reyk,2019-07-22,3,0,0,NA,0,tt,0,NA,0
33,2019-07-25,13,1,NA,4,1,or,1,4,0
33,2019-07-25,13,17,0,1,17,tt,1,1,0
33,2019-07-25,13,0,0,NA,0,ch,0,NA,0
33,2019-07-25,13,0,NA,NA,0,tp,0,NA,0
33,2019-07-25,15,2,NA,3,2,or,1,3,0
33,2019-07-25,15,1,NA,1,1,tp,1,1,0
33,2019-07-25,15,39,0,1,37,tt,0.9487179487179487,1.0512820512820513,0
33,2019-07-25,15,39,0,2,2,tt,0.05128205128205128,1.0512820512820513,0
33,2019-07-25,15,0,0,NA,0,ch,0,NA,0
33,2019-07-25,8,19,NA,2,9,or,0.47368421052631576,2.6842105263157894,0
33,2019-07-25,8,19,NA,3,7,or,0.3684210526315789,2.6842105263157894,0
33,2019-07-25,8,19,NA,4,3,or,0.15789473684210525,2.6842105263157894,0
33,2019-07-25,8,0,0,NA,0,ch,0,NA,0
33,2019-07-25,8,0,NA,NA,0,tp,0,NA,0
33,2019-07-25,8,0,0,NA,0,tt,0,NA,0
33,2019-07-25,9,3,0,1,3,tt,1,1,0
33,2019-07-25,9,0,0,NA,0,ch,0,NA,0
33,2019-07-25,9,0,NA,NA,0,or,0,NA,0
33,2019-07-25,9,0,NA,NA,0,tp,0,NA,0
33,2019-08-01,2,5,NA,1,2,tp,0.4,2.1999999999999997,0
33,2019-08-01,2,5,NA,3,3,tp,0.6,2.1999999999999997,0
33,2019-08-01,2,12,0,1,9,tt,0.75,1.25,0
33,2019-08-01,2,12,0,2,3,tt,0.25,1.25,0
33,2019-08-01,2,0,0,NA,0,ch,0,NA,0
33,2019-08-01,2,0,NA,NA,0,or,0,NA,0
33,2019-08-01,4,4,0,3,3,ch,0.75,3.25,0
33,2019-08-01,4,4,0,4,1,ch,0.25,3.25,0
33,2019-08-01,4,3,NA,1,1,tp,0.3333333333333333,2.3333333333333335,0
33,2019-08-01,4,3,NA,3,2,tp,0.6666666666666666,2.3333333333333335,0
33,2019-08-01,4,4,0,1,2,tt,0.5,1.5,0
33,2019-08-01,4,4,0,2,2,tt,0.5,1.5,0
33,2019-08-01,4,0,NA,NA,0,or,0,NA,0
33,2019-08-01,6,1,0,NA,1,ch,1,NA,0
33,2019-08-01,6,6,0,1,6,tt,1,1,0
33,2019-08-01,6,0,NA,NA,0,or,0,NA,0
33,2019-08-01,6,0,NA,NA,0,tp,0,NA,0
33,2019-08-01,8,4,0,4,4,ch,1,4,0
33,2019-08-01,8,2,0,2,1,tt,0.5,2.5,0
33,2019-08-01,8,2,0,3,1,tt,0.5,2.5,0
33,2019-08-01,8,0,NA,NA,0,or,0,NA,0
33,2019-08-01,8,0,NA,NA,0,tp,0,NA,0
33,2019-08-01,9,5,0,3,1,ch,0.2,3.8000000000000003,0
33,2019-08-01,9,5,0,4,4,ch,0.8,3.8000000000000003,0
33,2019-08-01,9,3,NA,4,3,or,1,4,0
33,2019-08-01,9,2,NA,1,1,tp,0.5,2,0
33,2019-08-01,9,2,NA,3,1,tp,0.5,2,0
33,2019-08-01,9,15,0,1,12,tt,0.8,1.3333333333333335,0
33,2019-08-01,9,15,0,2,2,tt,0.13333333333333333,1.3333333333333335,0
33,2019-08-01,9,15,0,4,1,tt,0.06666666666666667,1.3333333333333335,0
5,2019-08-04,2,16,0,1,8,ch,0.5,2.25,0
5,2019-08-04,2,16,0,3,4,ch,0.25,2.25,0
5,2019-08-04,2,16,0,4,4,ch,0.25,2.25,0
5,2019-08-04,2,8,NA,1,8,or,1,1,0
5,2019-08-04,2,12,NA,2,8,tp,0.6666666666666666,2.333333333333333,0
5,2019-08-04,2,12,NA,3,4,tp,0.3333333333333333,2.333333333333333,0
5,2019-08-04,2,124,0,1,80,tt,0.6451612903225806,1.3870967741935483,0
5,2019-08-04,2,124,0,2,40,tt,0.3225806451612903,1.3870967741935483,0
5,2019-08-04,2,124,0,3,4,tt,0.03225806451612903,1.3870967741935483,0
5,2019-08-04,4,8,0,3,6,ch,0.75,3.25,0
5,2019-08-04,4,8,0,4,2,ch,0.25,3.25,0
5,2019-08-04,4,2,NA,1,2,tp,1,1,0
5,2019-08-04,4,16,0,1,6,tt,0.375,1.625,0
5,2019-08-04,4,16,0,2,10,tt,0.625,1.625,0
5,2019-08-04,4,0,NA,NA,0,or,0,NA,0
5,2019-08-04,9,8,0,1,4,ch,0.5,2,0
5,2019-08-04,9,8,0,3,4,ch,0.5,2,0
5,2019-08-04,9,12,NA,1,8,tp,0.6666666666666666,1.6666666666666665,0
5,2019-08-04,9,12,NA,2,2,tp,0.16666666666666666,1.6666666666666665,0
5,2019-08-04,9,12,NA,4,2,tp,0.16666666666666666,1.6666666666666665,0
5,2019-08-04,9,16,0,1,6,tt,0.375,1.625,0
5,2019-08-04,9,16,0,2,10,tt,0.625,1.625,0
5,2019-08-04,9,0,NA,NA,0,or,0,NA,0
reyk,2019-08-14,1,0,0,NA,0,ch,0,NA,0
reyk,2019-08-14,1,0,NA,NA,0,or,0,NA,0
reyk,2019-08-14,1,0,NA,NA,0,tp,0,NA,0
reyk,2019-08-14,1,0,0,NA,0,tt,0,NA,0
reyk,2019-08-14,2,0,0,NA,0,ch,0,NA,0
reyk,2019-08-14,2,0,NA,NA,0,or,0,NA,0
reyk,2019-08-14,2,0,NA,NA,0,tp,0,NA,0
reyk,2019-08-14,2,0,0,NA,0,tt,0,NA,0
reyk,2019-08-14,3,0,0,NA,0,ch,0,NA,0
reyk,2019-08-14,3,0,NA,NA,0,or,0,NA,0
reyk,2019-08-14,3,0,NA,NA,0,tp,0,NA,0
reyk,2019-08-14,3,0,0,NA,0,tt,0,NA,0
1,2019-08-20,1,32,NA,1,16,tp,0.5,2,0
1,2019-08-20,1,32,NA,3,16,tp,0.5,2,0
1,2019-08-20,1,368,0,1,16,tt,0.043478260869565216,2.608695652173913,0
1,2019-08-20,1,368,0,2,112,tt,0.30434782608695654,2.608695652173913,0
1,2019-08-20,1,368,0,3,240,tt,0.6521739130434783,2.608695652173913,0
2,2019-08-20,1,54,NA,1,28,or,0.5185185185185185,1.8518518518518516,0
2,2019-08-20,1,54,NA,2,12,or,0.2222222222222222,1.8518518518518516,0
2,2019-08-20,1,54,NA,3,8,or,0.14814814814814814,1.8518518518518516,0
2,2019-08-20,1,54,NA,4,6,or,0.1111111111111111,1.8518518518518516,0
2,2019-08-20,1,2,0,2,2,tt,1,2,0
33,2019-08-20,1,8,NA,4,8,or,1,4,0
