sampledate,coreid,wtemp,light50,dark_light,light_logger,light0,do_init,delta_do_rate,do_final,do_gm2hr
2014-08-09,2,12,40.9,1,23313.53315,146.15,9.43,-0.2698412698412697,8.58,-0.04722222222222219
2014-08-09,3,11.85,40.9,0,23313.53315,146.15,9.4,-0.5027027027027029,7.85,-0.08545945945945949
2014-08-09,4,11.9,40.9,1,23313.53315,146.15,9.77,-1.0451612903225806,8.69,-0.1567741935483871
2014-08-09,5,11.85,40.9,0,23313.53315,146.15,9.06,-0.48813559322033906,7.62,-0.07566101694915256
2014-08-09,6,11.85,40.9,1,23313.53315,146.15,9.93,-0.03448275862068954,9.83,-0.00586206896551722
2014-08-09,7,11.7,40.9,0,23313.53315,146.15,9.5,-0.5467455621301774,7.96,-0.09021301775147927
2014-08-09,8,11.9,40.9,1,23313.53315,146.15,9.08,-0.14181818181818204,8.69,-0.02410909090909094
2014-08-09,9,11.9,40.9,1,23313.53315,146.15,8.96,-0.22592592592592636,8.35,-0.03840740740740748
2014-08-09,10,12,40.9,1,23313.53315,146.15,9.24,-0.3210191082802547,8.4,-0.04494267515923566
2014-08-19,1,9.8,528.1,0,40472.489,601.45,11.46,-0.37541899441340815,10.34,-0.07883798882681571
2014-08-19,2,9.6,528.1,1,40472.489,601.45,11.4,0.7173184357541895,13.54,0.15422346368715076
2014-08-19,3,9.45,528.1,0,40472.489,601.45,11.4,-0.2547486033519552,10.64,-0.04840223463687149
2014-08-19,4,9.5,528.1,1,40472.489,601.45,11.53,0.7575418994413406,13.79,0.16287150837988826
2014-08-19,5,9.35,528.1,0,40472.489,601.45,11.4,-0.30000000000000016,10.51,-0.06750000000000003
2014-08-19,6,9.7,528.1,1,40472.489,601.45,11.2,0.6606741573033711,13.16,0.12883146067415738
2014-08-19,7,9.35,528.1,0,40472.489,601.45,11.47,-0.33184357541899445,10.48,-0.06968715083798883
2014-08-19,8,9.55,528.1,1,40472.489,601.45,11.4,0.8426966292134831,13.9,0.1601123595505618
2014-08-19,9,10.05,528.1,1,40472.489,601.45,11.15,1.035754189944134,14.24,0.18643575418994413
2014-08-19,10,10,528.1,1,40472.489,601.45,11.21,0.5664804469273741,12.9,0.11046368715083794
2015-05-29,1,7.1,224,0,8078.769231,347.5,11.6,-0.222222222222222,10.9,-0.05333333333333329
2015-05-29,2,7.05,224,1,8078.769231,347.5,11.45,1.097326203208556,14.87,0.20300534759358285
2015-05-29,3,7.1,224,0,8078.769231,347.5,11.31,-0.08108108108108107,11.06,-0.01743243243243243
2015-05-29,4,7.1,224,1,8078.769231,347.5,11.59,1.001086956521739,14.66,0.20021739130434785
2015-05-29,5,7.3,224,0,8078.769231,347.5,11.33,-0.18360655737704937,10.77,-0.0431475409836066
2015-05-29,6,7.25,224,1,8078.769231,347.5,11.47,0.9147540983606556,14.26,0.1875245901639344
2015-05-29,7,7.05,224,0,8078.769231,347.5,11.55,-0.14175824175824225,11.12,-0.02764285714285724
2015-05-29,8,7.1,224,1,8078.769231,347.5,11.54,1.5016574585635365,16.07,0.30033149171270723
2015-05-29,9,7.15,224,1,8078.769231,347.5,11.6,1.3240223463687155,15.55,0.26480446927374307
2015-05-29,10,7.300000000000001,224,1,8078.769231,347.5,11.68,0.9525000000000003,14.22,0.2047875000000001
2015-06-04,1,7.35,144.5,0,31115.025,270,13.05,-0.08983957219251373,12.77,-0.02245989304812843
2015-06-04,2,7.25,144.5,1,31115.025,270,13.06,0.7347593582887698,15.35,0.15429946524064164
2015-06-04,3,7.300000000000001,144.5,0,31115.025,270,13.24,-0.27096774193548384,12.4,-0.05012903225806451
2015-06-04,4,7.1,144.5,1,31115.025,270,13.2,0.6745945945945946,15.28,0.15515675675675675
2015-06-04,5,7.25,144.5,0,31115.025,270,13.33,-0.18913043478260871,12.75,-0.03877173913043479
2015-06-04,6,7.05,144.5,1,31115.025,270,13.28,0.8866666666666667,15.94,0.1729
2015-06-04,7,7.25,144.5,0,31115.025,270,13.07,-0.20552486187845337,12.45,-0.04727071823204427
2015-06-04,8,7.1,144.5,1,31115.025,270,13.36,0.8513966480446931,15.9,0.1702793296089386
2015-06-04,9,7.7,144.5,1,31115.025,270,13.09,0.8949720670391061,15.76,0.1789944134078212
2015-06-04,10,7.75,144.5,1,31115.025,270,13.55,0.9370786516853924,16.33,0.16867415730337065
2015-06-11,1,6.85,155,0,2391.578947,250,11.48,-0.19761904761904764,10.65,-0.03458333333333333
2015-06-11,2,6.9,155,1,2391.578947,250,11.66,0.95,15.65,0.16625
2015-06-11,3,6.85,155,0,2391.578947,250,11.49,-0.14523809523809508,10.88,-0.02904761904761901
2015-06-11,4,7,155,1,2391.578947,250,11.47,0.8428571428571426,15.01,0.1559285714285714
2015-06-11,5,6.9,155,0,2391.578947,250,11.54,-0.09960474308300392,11.12,-0.01643478260869564
2015-06-11,6,6.9,155,1,2391.578947,250,11.64,1.0346456692913384,16.02,0.16037007874015746
2015-06-11,7,6.85,155,0,2391.578947,250,11.49,-0.11999999999999995,10.98,-0.02459999999999999
2015-06-11,8,6.85,155,1,2391.578947,250,11.49,0.8447058823529412,15.08,0.16049411764705884
2015-06-11,9,6.699999999999999,155,1,2391.578947,250,11.64,0.8085937499999999,15.09,0.16171874999999997
2015-06-11,10,6.75,155,1,2391.578947,250,11.8,0.987548638132296,16.03,0.18269649805447472
2015-06-18,1,11.4,176.125,0,24606.41875,276,12.58,-0.4424242424242427,11.12,-0.07521212121212126
2015-06-18,2,11.6,176.125,1,24606.41875,276,12.76,0.965482233502538,15.93,0.17378680203045685
2015-06-18,3,11.35,176.125,0,24606.41875,276,12.39,-0.26363636363636395,11.52,-0.05009090909090915
2015-06-18,4,11.5,176.125,1,24606.41875,276,12.62,0.9807106598984774,15.84,0.1863350253807107
2015-06-18,5,11.25,176.125,0,24606.41875,276,12.53,-0.2071065989847715,11.85,-0.04245685279187816
2015-06-18,6,11.6,176.125,1,24606.41875,276,12.54,0.6878787878787883,14.81,0.14445454545454553
2015-06-18,7,11.5,176.125,0,24606.41875,276,12.42,-0.213197969543147,11.72,-0.03411167512690351
2015-06-18,8,11.5,176.125,1,24606.41875,276,12.6,-0.6336734693877552,10.53,-0.1045561224489796
2015-06-18,9,11.7,176.125,1,24606.41875,276,12.96,1.1910447761194023,16.95,0.16674626865671635
2015-06-25,1,15.6,234.6,0,79593.7,450.11,12.76,-0.4082474226804125,11.44,-0.06736082474226807
2015-06-25,2,15.4,234.6,1,79593.7,450.11,12.7,1.3005235602094245,16.84,0.21458638743455505
2015-06-25,3,15.6,234.6,0,79593.7,450.11,12.52,-0.234375,11.77,-0.04453125
2015-06-25,4,16.05,234.6,1,79593.7,450.11,12.44,1.6994764397905766,17.85,0.3144031413612567
2015-06-25,5,16.15,234.6,0,79593.7,450.11,12.58,-0.3523809523809522,11.47,-0.06166666666666663
2015-06-25,6,15.75,234.6,1,79593.7,450.11,12.72,2.1786096256684493,19.51,0.33768449197860967
2015-06-25,7,15.85,234.6,0,79593.7,450.11,12.32,-0.5037433155080214,10.75,-0.09067379679144386
2015-06-25,8,17.4,234.6,1,79593.7,450.11,12.41,1.761290322580645,17.87,0.2201612903225807
2015-06-25,9,17.05,234.6,1,79593.7,450.11,12.3,1.9556756756756748,18.33,0.312908108108108
2015-06-25,10,16.3,234.6,1,79593.7,450.11,12.26,2.0869565217391304,18.66,0.3026086956521739
2015-07-02,1,9.7,142.515,0,22917.2,219.65,10.83,-0.2829015544041451,9.92,-0.04526424870466322
2015-07-02,2,9.65,142.515,1,22917.2,219.65,10.74,0.1865284974093263,11.34,0.03170984455958547
2015-07-02,3,9.7,142.515,0,22917.2,219.65,10.72,-0.21702127659574516,10.04,-0.03580851063829795
2015-07-02,4,9.7,142.515,1,22917.2,219.65,10.61,0.596825396825397,12.49,0.09549206349206352
2015-07-02,5,9.7,142.515,0,22917.2,219.65,10.69,-0.19365079365079343,10.08,-0.02517460317460315
2015-07-02,6,9.75,142.515,1,22917.2,219.65,10.73,0.3786096256684491,11.91,0.06057754010695185
2015-07-02,7,9.65,142.515,0,22917.2,219.65,10.85,-0.2529729729729728,10.07,-0.04553513513513509
2015-07-02,8,9.7,142.515,1,22917.2,219.65,10.68,0.26270270270270285,11.49,0.0472864864864865
2015-07-02,9,9.7,142.515,1,22917.2,219.65,10.22,0.41189189189189174,11.49,0.06178378378378376
2015-07-02,10,9.65,142.515,1,22917.2,219.65,11.07,0.6989010989010986,13.19,0.1048351648351648
2015-07-11,1,10.1,151.31,0,825.8461538,198.16,10.71,-0.078534031413612565,10.46,-0.01060209424083769
2015-07-11,2,9.9,151.31,1,825.8461538,198.16,10.71,0.333333333333333,11.76,0.04333333333333328
2015-07-11,3,10.05,151.31,0,825.8461538,198.16,10.83,0.04171122994652431,10.96,0.00855080213903748
2015-07-11,4,9.9,151.31,1,825.8461538,198.16,11.21,0.1129032258064515,11.56,0.02427419354838707
2015-07-11,5,10.25,151.31,0,825.8461538,198.16,11.06,-0.0360655737704922,10.95,-0.00613114754098367
2015-07-11,6,9.95,151.31,1,825.8461538,198.16,11,0.21546961325966865,11.65,0.037707182320442
2015-07-11,7,10.75,151.31,0,825.8461538,198.16,10.98,-0.03687150837988867,10.87,-0.00608379888268163
2015-07-11,8,10.7,151.31,1,825.8461538,198.16,10.65,0.3491525423728811,11.68,0.05237288135593217
2015-07-11,9,10.25,151.31,1,825.8461538,198.16,10.81,0.24406779661016909,11.53,0.03294915254237283
2015-07-11,10,10.5,151.31,1,825.8461538,198.16,10.8,0.3497142857142856,11.82,0.05770285714285712
2015-07-20,1,7.949999999999999,116.75,0,3620.571429,173.45,10.59,-0.04516129032258083,10.45,-0.00835483870967745
2015-07-20,2,7.8,116.75,1,3620.571429,173.45,10.66,0.2935483870967742,11.57,0.04990322580645162
2015-07-20,3,7.8,116.75,0,3620.571429,173.45,10.65,0.03260869565217379,10.75,0.00505434782608693
2015-07-20,4,7.75,116.75,1,3620.571429,173.45,10.63,0.3065934065934065,11.56,0.0567197802197802
2015-07-20,5,7.949999999999999,116.75,0,3620.571429,173.45,10.55,-0.17377049180327908,10.02,-0.03127868852459024
2015-07-20,6,7.7,116.75,1,3620.571429,173.45,10.55,0.28176795580110486,11.4,0.04508287292817678
2015-07-20,7,7.65,116.75,0,3620.571429,173.45,10.68,-0.03666666666666648,10.57,-0.00659999999999996
2015-07-20,8,7.6,116.75,1,3620.571429,173.45,10.12,0.2566666666666671,10.89,0.0436333333333334
2015-07-20,9,7.7,116.75,1,3620.571429,173.45,10.69,0.2849162011173183,11.54,0.04416201117318433
2015-07-20,10,7.65,116.75,1,3620.571429,173.45,10.75,0.21573033707865183,11.39,0.03883146067415733
2015-07-29,1,12.4,65.465,0,9619.692308,623.1500000000001,11.92,-0.31475409836065543,10.96,-0.05193442622950815
2015-07-29,2,12.15,65.465,1,9619.692308,623.1500000000001,11.77,0.07252747252747274,11.99,0.01269230769230773
2015-07-29,3,12.1,65.465,0,9619.692308,623.1500000000001,11.92,-0.2538461538461537,11.15,-0.04569230769230767
2015-07-29,4,12.05,65.465,1,9619.692308,623.1500000000001,11.6,0.1450549450549449,12.04,0.02103296703296701
2015-07-29,5,11.9,65.465,0,9619.692308,623.1500000000001,11.63,-0.24262295081967225,10.89,-0.03760655737704919
2015-07-29,6,12.1,65.465,1,9619.692308,623.1500000000001,11.96,0.18131868131868095,12.51,0.03354395604395598
2015-07-29,7,12,65.465,0,9619.692308,623.1500000000001,11.65,-0.451648351648352,10.28,-0.05419780219780223
2015-07-29,8,12.45,65.465,1,9619.692308,623.1500000000001,11.87,0.00659340659340703,11.89,0.0012197802197803
2015-07-29,9,11.9,65.465,1,9619.692308,623.1500000000001,11.63,-0.18032786885245927,11.08,-0.02614754098360659
2015-07-29,10,12.1,65.465,1,9619.692308,623.1500000000001,11.93,-0.4754098360655736,10.48,-0.09032786885245896
2015-08-07,1,11.25,80.41499999999999,0,3804,402.9,10.62,-0.14366197183098586,10.11,-0.02442253521126759
2015-08-07,2,10.75,80.41499999999999,1,3804,402.9,10.84,0.4338028169014087,12.38,0.07374647887323948
2015-08-07,3,11.05,80.41499999999999,0,3804,402.9,10.49,-0.190521327014218,9.82,-0.02762559241706161
2015-08-07,4,10.95,80.41499999999999,1,3804,402.9,10.74,0.1819905213270144,11.38,0.0354881516587678
2015-08-07,5,11.2,80.41499999999999,0,3804,402.9,10.89,-0.15428571428571455,10.35,-0.02391428571428575
2015-08-07,6,11.15,80.41499999999999,1,3804,402.9,11.03,0.21611374407582937,11.79,0.03673933649289099
2015-08-07,7,10.85,80.41499999999999,0,3804,402.9,10.35,-0.07999999999999982,10.07,-0.01359999999999997
2015-08-07,8,11,80.41499999999999,1,3804,402.9,10.84,0.5028571428571428,12.6,0.08045714285714284
2015-08-07,9,11.1,80.41499999999999,1,3804,402.9,10.13,0.18660287081339672,10.78,0.03172248803827744
2015-08-07,10,11.45,80.41499999999999,1,3804,402.9,10.31,-0.0346153846153849,10.19,-0.00519230769230773
2016-05-29,1,13.7,393,0,32240.2133,553,12.56,-0.09944751381215491,12.26,-0.01591160220994478
2016-05-29,2,13.05,393,1,32240.2133,553,12.48,0.8066666666666666,14.9,0.14116666666666666
2016-05-29,3,13,393,0,32240.2133,553,12.45,-0.0966666666666664,12.16,-0.01594999999999995
2016-05-29,4,13.3,393,1,32240.2133,553,12.46,0.6999999999999998,14.56,0.11199999999999996
2016-05-29,5,13.15,393,1,32240.2133,553,12.42,0.7559322033898306,14.65,0.11716949152542376
2016-06-05,1,16.75,490,0,2560.4444,NA,12.57,-0.4465116279069766,10.97,-0.08037209302325579
2016-06-05,2,16.85,490,1,2560.4444,NA,12.2,1.236111111111111,16.65,0.21631944444444445
2016-06-05,3,16.799999999999997,490,0,2560.4444,NA,12.11,-0.5263636363636363,10.18,-0.09737727272727272
2016-06-05,4,16.6,490,1,2560.4444,NA,11.98,0.5041095890410958,13.82,0.07561643835616437
2016-06-05,5,16.7,490,0,2560.4444,NA,12.17,-0.6081447963800906,9.93,-0.10642533936651584
2016-06-05,6,16.6,490,1,2560.4444,NA,12.09,0.7315068493150685,14.76,0.138986301369863
2016-06-05,7,16.85,490,0,2560.4444,NA,12.06,-0.5513513513513516,10.02,-0.10200000000000004
2016-06-05,8,16.6,490,1,2560.4444,NA,12.12,0.8724770642201835,15.29,0.14832110091743117
2016-06-05,9,17.1,490,1,2560.4444,NA,11.46,-0.2682027649769587,10.49,-0.04559447004608298
2016-06-05,10,16.85,490,1,2560.4444,NA,11.69,0.33577981651376165,12.91,0.05204587155963305
2016-06-11,1,17.1,345,0,41261.08421,417.5,11.67,-0.3909502262443438,10.23,-0.07819004524886876
2016-06-11,2,17.05,345,1,41261.08421,417.5,11.75,0.881081081081081,15.01,0.14097297297297295
2016-06-11,3,16.95,345,0,41261.08421,417.5,11.57,-0.3828054298642535,10.16,-0.05933484162895929
2016-06-11,4,16.9,345,1,41261.08421,417.5,11.74,0.47837837837837827,13.51,0.1076351351351351
2016-06-11,5,16.9,345,0,41261.08421,417.5,11.87,-0.2769230769230768,10.85,-0.06784615384615382
2016-06-11,6,16.85,345,1,41261.08421,417.5,11.53,0.6787330316742082,14.03,0.1085972850678733
2016-06-11,7,16.85,345,0,41261.08421,417.5,11.32,-0.4009090909090911,9.85,-0.08218636363636367
2016-06-11,8,16.85,345,1,41261.08421,417.5,11.86,0.8767123287671236,15.06,0.18410958904109595
2016-06-11,9,17.1,345,1,41261.08421,417.5,11.69,0.8809090909090911,14.92,0.1673727272727273
2016-06-11,10,16.950000000000003,345,1,41261.08421,417.5,11.46,1.013698630136986,15.16,0.17232876712328765
2016-06-22,1,17.1,957.65,0,49686.45,1335,10.64,-0.4974093264248709,9.04,-0.07958549222797934
2016-06-22,2,16.25,957.65,1,49686.45,1335,10.71,0.7958549222797923,13.27,0.15121243523316052
2016-06-22,3,16.85,957.65,0,49686.45,1335,10.79,-0.29072164948453594,9.85,-0.06105154639175254
2016-06-22,4,15.95,957.65,1,49686.45,1335,10.78,0.8500000000000002,13.5,0.15300000000000005
2016-06-22,5,16.950000000000003,957.65,0,49686.45,1335,10.4,-0.29844559585492253,9.44,-0.05670466321243528
2016-06-22,6,16.35,957.65,1,49686.45,1335,10.3,0.5560209424083769,12.07,0.09174345549738218
2016-06-22,7,16.55,957.65,0,49686.45,1335,10.76,-0.234375,10.01,-0.0515625
2016-06-22,8,16.1,957.65,1,49686.45,1335,10.64,0.2749999999999997,11.52,0.05499999999999994
2016-06-22,9,16.9,957.65,1,49686.45,1335,10.56,0.2082901554404145,11.23,0.03957512953367875
2016-06-22,10,16.7,957.65,1,49686.45,1335,10.56,0.7968749999999997,13.11,0.15140624999999994
2016-07-05,1,14.65,920.6,0,105056.2688,1267.65,10.12,-0.5533333333333328,8.46,-0.09129999999999992
2016-07-05,2,14.05,920.6,1,105056.2688,1267.65,10.09,1.1561797752808989,13.52,0.2832640449438202
2016-07-05,3,13.35,920.6,0,105056.2688,1267.65,9.59,-0.6271186440677965,7.74,-0.11288135593220336
2016-07-05,4,13.5,920.6,1,105056.2688,1267.65,9.84,1.520454545454546,14.3,0.2888863636363637
2016-07-05,5,13.35,920.6,0,105056.2688,1267.65,9.85,-0.4881355932203388,8.41,-0.09762711864406776
2016-07-05,6,13.85,920.6,1,105056.2688,1267.65,9.94,1.390909090909091,14.02,0.27122727272727276
2016-07-05,7,13.85,920.6,0,105056.2688,1267.65,9.44,-0.6579545454545455,7.51,-0.12501136363636364
2016-07-05,8,13.55,920.6,1,105056.2688,1267.65,9.75,1.501714285714286,14.13,0.29283428571428577
2016-07-05,9,14.65,920.6,1,105056.2688,1267.65,9.89,0.14576271186440667,10.32,0.03206779661016947
2016-07-05,10,14.05,920.6,1,105056.2688,1267.65,9.97,1.552542372881356,14.55,0.3337966101694915
2016-07-18,1,15.45,952,0,82667.20714,1259,11.63,-1.4670731707317075,7.62,-0.2494024390243903
2016-07-18,2,15.85,952,1,82667.20714,1259,11.66,3.143558282208589,20.2,0.6601472392638036
2016-07-18,3,15.15,952,0,82667.20714,1259,11.53,-1.579141104294478,7.24,-0.21318404907975452
2016-07-18,4,15.2,952,1,82667.20714,1259,11.82,2.797546012269939,19.42,0.5734969325153375
2016-07-18,5,15.15,952,0,82667.20714,1259,11.68,-0.6110429447852761,10.02,-0.10693251533742332
2016-07-18,6,15.25,952,1,82667.20714,1259,11.52,2.344444444444445,17.85,0.43372222222222234
2016-07-18,7,14.95,952,0,82667.20714,1259,11.4,-0.5776397515527953,9.85,-0.10397515527950316
2016-07-18,8,15.05,952,1,82667.20714,1259,11.44,1.7031055900621126,16.01,0.4853850931677021
2016-07-18,9,15.2,952,1,82667.20714,1259,11.57,3.1692307692307686,19.81,0.5229230769230768
2016-07-18,10,15.2,952,1,82667.20714,1259,11.4,2.376923076923076,17.58,0.4397307692307691
2016-08-02,1,12.8,402.65,0,NA,528,12.19,-0.3741935483870968,11.03,-0.06548387096774194
2016-08-02,2,12.95,402.65,1,NA,528,11.97,1.12258064516129,15.45,0.19645161290322577
2016-08-02,3,12.45,402.65,0,NA,528,12.15,-0.2951351351351352,11.24,-0.05460000000000001
2016-08-02,4,12.75,402.65,1,NA,528,12.15,1.1741935483870964,15.79,0.1937419354838709
2016-08-02,5,12.35,402.65,0,NA,528,12.12,-0.2645161290322576,11.3,-0.0542258064516128
2016-08-02,6,12.75,402.65,1,NA,528,12.03,0.6378947368421057,14.05,0.1116315789473685
2016-08-02,7,12.55,402.65,0,NA,528,12.28,-0.21157894736842103,11.61,-0.04548947368421052
2016-08-02,8,12.3,402.65,1,NA,528,12.3,0.926984126984127,15.22,0.1993015873015873
2016-08-02,9,12.85,402.65,1,NA,528,11.99,0.333333333333333,13.04,0.0799999999999999
2016-08-02,10,12.9,402.65,1,NA,528,12.4,1.4218749999999996,16.95,0.2772656249999999
2016-08-17,1,13.35,266,0,46844.76,417,11.03,-0.2085714285714282,10.3,-0.03754285714285707
2016-08-17,2,13.2,266,1,46844.76,417,9.82,0.648803827751196,12.08,0.08758851674641147
2016-08-17,3,13.15,266,0,46844.76,417,10.86,-0.19142857142857145,10.19,-0.02967142857142857
2016-08-17,4,13.25,266,1,46844.76,417,11.16,1.1397129186602872,15.13,0.1937511961722488
2016-08-17,5,13.35,266,0,46844.76,417,10.96,-0.2711538461538465,10.02,-0.04609615384615391
2016-08-17,6,13.1,266,1,46844.76,417,11.46,0.7631067961165047,14.08,0.17169902912621357
2016-08-17,7,13.15,266,0,46844.76,417,11.37,-0.27058823529411763,10.45,-0.05005882352941177
2016-08-17,8,13,266,1,46844.76,417,11.28,0.9458128078817736,14.48,0.1655172413793104
2016-08-17,9,13,266,1,46844.76,417,11.39,0.3251231527093595,12.49,0.07477832512315268
2016-08-17,10,13.35,266,1,46844.76,417,11.62,0.9192118226600988,14.73,0.17005418719211832
2017-05-24,1,10.4,205.5,0,51552.18333,270,12.38,-0.2724324324324329,11.54,-0.05993513513513524
2017-05-24,2,10.4,205.5,1,51552.18333,270,12.28,2.216129032258064,19.15,0.4653870967741935
2017-05-24,3,10.3,205.5,0,51552.18333,270,12.22,-0.267741935483871,11.39,-0.05890322580645162
2017-05-24,4,10.35,205.5,1,51552.18333,270,12.12,1.0436170212765965,15.39,0.2556861702127661
2017-05-24,5,10.35,205.5,0,51552.18333,270,12.26,-0.3593582887700532,11.14,-0.08085561497326196
2017-05-24,6,10.35,205.5,1,51552.18333,270,12.23,1.506382978723404,16.95,0.3012765957446808
2017-05-24,7,10.35,205.5,0,51552.18333,270,12.25,-0.2793650793650796,11.37,-0.05866666666666671
2017-05-24,8,10.35,205.5,1,51552.18333,270,12.18,1.5915789473684208,17.22,0.2785263157894736
2017-05-24,9,10.4,205.5,1,51552.18333,270,12.06,1.6000000000000003,17.1,0.28800000000000003
2017-05-24,10,10.35,205.5,1,51552.18333,270,12.24,1.5063829787234044,16.96,0.3088085106382979
2017-06-08,1,7.949999999999999,227.5,0,43400.28333,300,12.24,-0.17790697674418596,11.73,-0.04180813953488369
2017-06-08,2,8,227.5,1,43400.28333,300,12.2,0.9715909090909096,15.05,0.19917613636363649
2017-06-08,3,7.949999999999999,227.5,0,43400.28333,300,12.19,-0.19285714285714256,11.65,-0.04049999999999994
2017-06-08,4,7.95,227.5,1,43400.28333,300,12.77,1.1476744186046508,16.06,0.2582267441860464
2017-06-08,5,8,227.5,0,43400.28333,300,12.46,-0.09090909090909093,12.21,-0.02045454545454545
2017-06-08,6,7.95,227.5,1,43400.28333,300,11.73,0.6177514792899409,13.47,0.12355029585798816
2017-06-08,7,7.949999999999999,227.5,0,43400.28333,300,12.39,-0.01481481481481515,12.35,-0.00414814814814824
2017-06-08,8,8.100000000000001,227.5,1,43400.28333,300,12.28,0.797604790419162,14.5,0.1994011976047905
2017-06-08,9,8.2,227.5,1,43400.28333,300,12.27,0.5532934131736531,13.81,0.11619161676646717
2017-06-08,10,8.15,227.5,1,43400.28333,300,12.24,0.7616766467065865,14.36,0.1751856287425149
2017-06-16,1,11.55,224.5,0,3826.285714,367.5,11.97,-0.3043902439024393,10.93,-0.07457560975609763
2017-06-16,2,11.3,224.5,1,3826.285714,367.5,12,0.5911764705882352,14.01,0.13005882352941175
2017-06-16,3,11.45,224.5,0,3826.285714,367.5,12.58,-0.2940594059405941,11.59,-0.04999009900990099
2017-06-16,4,11.3,224.5,1,3826.285714,367.5,11.85,0.053731343283582,12.03,0.00779104477611939
2017-06-16,5,11.25,224.5,0,3826.285714,367.5,11.97,-0.22121212121212136,11.24,-0.03760606060606063
2017-06-16,6,11.2,224.5,1,3826.285714,367.5,12.19,0.36482412060301533,13.4,0.08208542713567844
2017-06-16,7,11.15,224.5,0,3826.285714,367.5,12.1,-0.20201005025125623,11.43,-0.0373718592964824
2017-06-16,8,11.35,224.5,1,3826.285714,367.5,12.34,0.8204081632653061,15.02,0.12716326530612243
2017-06-16,9,11.4,224.5,1,3826.285714,367.5,12.34,1.4328358208955223,17.14,0.27223880597014927
2017-06-16,10,11.35,224.5,1,3826.285714,367.5,12.21,0.8666666666666666,15.07,0.20799999999999996
2017-06-25,1,11.35,890.45,0,99397.49286,1162.5,10.96,-0.24852071005917195,10.26,-0.04721893491124267
2017-06-25,2,11,890.45,1,99397.49286,1162.5,11.45,1.3445783132530122,15.17,0.20168674698795183
2017-06-25,3,10.85,890.45,0,99397.49286,1162.5,11.53,-0.05357142857142807,11.38,-0.00883928571428563
2017-06-25,4,10.75,890.45,1,99397.49286,1162.5,11.58,0.6917647058823526,13.54,0.11414117647058818
2017-06-25,5,11,890.45,0,99397.49286,1162.5,11.64,-0.09397590361445776,11.38,-0.01456626506024095
2017-06-25,6,11.2,890.45,1,99397.49286,1162.5,11.32,0.5746987951807229,12.91,0.09769879518072289
2017-06-25,7,11,890.45,0,99397.49286,1162.5,11.32,0.4259259259259261,12.47,0.10861111111111114
2017-06-25,8,10.85,890.45,1,99397.49286,1162.5,11.64,0.661818181818182,13.46,0.12574545454545458
2017-06-25,9,10.95,890.45,1,99397.49286,1162.5,11.6,0.8036363636363639,13.81,0.13661818181818186
2017-06-25,10,10.9,890.45,1,99397.49286,1162.5,11.15,0.49454545454545434,12.51,0.07665454545454542
2017-07-05,1,15.6,535,0,53415.73846,670,12.12,-0.19999999999999984,11.51,-0.03399999999999997
2017-07-05,2,15.45,535,1,53415.73846,670,12.38,1.473015873015873,17.02,0.22831746031746025
2017-07-05,3,15.45,535,0,53415.73846,670,11.83,-0.07173913043478282,11.61,-0.01363043478260873
2017-07-05,4,15.65,535,1,53415.73846,670,11.56,0.2074468085106384,12.21,0.04460106382978725
2017-07-05,5,15.6,535,0,53415.73846,670,11.66,-0.06557377049180305,11.46,-0.01409836065573765
2017-07-05,6,15.75,535,1,53415.73846,670,12.45,0.8761904761904767,15.21,0.14457142857142866
2017-07-05,7,15.1,535,0,53415.73846,670,12.08,-0.1756906077348064,11.55,-0.03250276243093918
2017-07-05,8,15.35,535,1,53415.73846,670,12.21,0.9492063492063488,15.2,0.14712698412698405
2017-07-05,9,15.25,535,1,53415.73846,670,12.29,1.3916230366492146,16.72,0.2296178010471204
2017-07-05,10,15.9,535,1,53415.73846,670,11.55,0.1656249999999998,12.08,0.02318749999999997
2017-07-17,1,15.8,393.7,0,40300.26667,515.3499999999999,11.04,-0.23406593406593376,10.33,-0.04564285714285709
2017-07-17,2,15.5,393.7,1,40300.26667,515.3499999999999,11,0.7436170212765958,13.33,0.13385106382978726
2017-07-17,3,15.35,393.7,0,40300.26667,515.3499999999999,11.36,-0.2917127071823201,10.48,-0.05688397790055242
2017-07-17,4,15.55,393.7,1,40300.26667,515.3499999999999,10.74,0.6957446808510638,12.92,0.11479787234042552
2017-07-17,5,15.45,393.7,0,40300.26667,515.3499999999999,10.89,-0.3049723756906077,9.97,-0.04574585635359116
2017-07-17,6,15.6,393.7,1,40300.26667,515.3499999999999,10.61,0.6670212765957446,12.7,0.12339893617021276
2017-07-17,7,14.95,393.7,0,40300.26667,515.3499999999999,10.85,-0.1351648351648352,10.44,-0.02432967032967033
2017-07-17,8,15.05,393.7,1,40300.26667,515.3499999999999,10.93,0.7308510638297875,13.22,0.13520744680851068
2017-07-17,9,14.95,393.7,1,40300.26667,515.3499999999999,10.87,1.0819148936170215,14.26,0.16228723404255324
2017-07-17,10,15.4,393.7,1,40300.26667,515.3499999999999,10.54,0.7978723404255319,13.04,0.1396276595744681
2017-07-24,1,20.6,950,0,126819.03,NA,10.98,-0.5653179190751448,9.35,-0.12493526011560702
2017-07-24,2,20.65,950,1,126819.03,NA,10.7,0.8811428571428573,13.27,0.15860571428571432
2017-07-24,3,20.549999999999997,950,0,126819.03,NA,11.28,-0.37499999999999967,10.23,-0.09112499999999991
